ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
237,PSY,Male,5,Right,7,94,Benefits but coping,0.189618157,0.525722237,0.148410418,Asian/Asian British,Pakistani
238,SS,Male,5,Right,4,58,Benefits but coping,-0.542239307,-0.582608964,0.122089612,Asian/Asian British,Pakistani
239,PSY,Male,10,Left,8,96,Most dep,0.103072936,NA,-0.122592969,Black/Black British,Other
240,SS,Male,10,Left,5,60,Most dep,-1.808155547,NA,-0.057988773,Black/Black British,Other
241,PSY,Male,5,Right,9,108,Benefits but coping,-0.183546507,0.431643735,-0.936162653,Asian/Asian British,Pakistani
242,SS,Male,5,Right,5,61,Benefits but coping,-0.745452133,NA,-0.340364255,Asian/Asian British,Pakistani
243,PSY,Male,6,Right,7,89,Benefits but coping,-0.80194232,0.121891122,-0.339054499,Asian/Asian British,Other
244,SS,Male,6,Right,4,54,Benefits but coping,-1.229481327,NA,-0.818205461,Asian/Asian British,Other
245,PSY,Male,6,Right,8,102,Least dep and most educated,0.631705363,0.658678569,0.38502551,Asian/Asian British,Other
246,PSY,Female,5,Right,7,95,Benefits but coping,-0.195548234,0.487499195,-0.134075083,Asian/Asian British,Pakistani
247,SS,Female,5,Right,4,59,Benefits but coping,-1.883524759,-0.596644154,0.268744216,Asian/Asian British,Pakistani
248,PSY,Male,5,Right,8,97,Benefits but coping,-0.834510406,0.286474225,-1.45552722,Asian/Asian British,Pakistani
249,SS,Male,5,Right,5,62,Benefits but coping,-0.424803113,NA,-0.159533493,Asian/Asian British,Pakistani
250,PSY,Male,6,Right,9,108,Benefits but coping,0.589807355,NA,0.317419775,Asian/Asian British,Other
251,SS,Male,6,Right,5,61,Benefits but coping,0.349792725,-0.492207198,-0.180006508,Asian/Asian British,Other
252,PSY,Male,5,Left,8,107,Benefits but coping,-1.173092547,0.127179092,0.030356419,Asian/Asian British,Pakistani
253,SS,Male,5,Left,5,60,Benefits but coping,-0.989941276,NA,-0.336326025,Asian/Asian British,Pakistani
254,PSY,Female,5,Right,7,89,Benefits but coping,-0.40524384,0.485842309,-1.15081406,Asian/Asian British,Pakistani
255,SS,Female,5,Right,4,53,Benefits but coping,-3.192700691,-2.033023684,0.101048554,Asian/Asian British,Pakistani
256,PSY,Male,18,Right,8,102,Employed no access to money,0.360984929,0.153079539,0.17422672,Other,Other
257,SS,Male,18,Right,4,55,Employed no access to money,-0.392045997,NA,-0.482120746,Other,Other
258,PSY,Male,6,Right,9,112,Benefits but coping,0.671284825,0.637451449,0.240872149,Asian/Asian British,Other
259,SS,Male,6,Right,5,65,Benefits but coping,0.49100546,-0.781477548,-0.33277154,Asian/Asian British,Other
260,PSY,Female,5,Right,8,107,Least dep and most educated,0.653696696,0.552407973,0.372194751,Asian/Asian British,Pakistani
261,SS,Female,5,Right,5,60,Least dep and most educated,-0.333017396,-0.375604069,0.123502409,Asian/Asian British,Pakistani
262,PSY,Male,5,Right,8,105,Benefits but coping,0.579829609,0.543350797,0.352193711,Asian/Asian British,Pakistani
263,SS,Male,5,Right,4,58,Benefits but coping,-0.286545666,-0.641688144,0.009468692,Asian/Asian British,Pakistani
264,PSY,Male,5,Right,9,108,Benefits but coping,0.558457456,0.280432064,0.033960617,Asian/Asian British,Pakistani
265,SS,Male,5,Right,5,61,Benefits but coping,-0.857512617,-1.420086261,-0.119279598,Asian/Asian British,Pakistani
266,PSY,Female,19,Right,8,106,Most dep,0.36416141,0.688958415,0.394874156,NA,NA
267,PSY,Male,6,Right,9,112,Most dep,0.214829573,0.813192333,0.213944143,Asian/Asian British,Other
268,SS,Male,6,Right,5,64,Most dep,0.290942027,-0.9440164,-0.004990224,Asian/Asian British,Other
269,PSY,Female,6,Right,8,107,Benefits but coping,0.487176021,0.682544753,0.451193871,Asian/Asian British,Other
270,SS,Female,6,Right,5,60,Benefits but coping,-0.182229329,-0.615960277,0.069228596,Asian/Asian British,Other
271,PSY,Male,5,Right,9,111,Benefits but coping,0.490716742,0.616994561,0.416919117,Asian/Asian British,Pakistani
272,SS,Male,5,Right,5,64,Benefits but coping,0.427469784,NA,0.217816938,Asian/Asian British,Pakistani
273,PSY,Female,19,Right,8,104,Benefits but coping,0.117310891,0.458223503,-0.001178609,NA,NA
274,PSY,Male,5,Right,8,102,Benefits but coping,-1.198279183,0.20315033,-2.026779416,Asian/Asian British,Pakistani
275,SS,Male,5,Right,4,55,Benefits but coping,-1.050287472,-1.211598743,-0.694691379,Asian/Asian British,Pakistani
276,PSY,Male,6,Right,7,94,Least dep and most educated,0.600432811,0.026740233,0.304267485,Asian/Asian British,Other
277,SS,Male,6,Right,4,59,Least dep and most educated,0.096529417,NA,0.002151392,Asian/Asian British,Other
278,PSY,Male,6,Right,9,112,Most dep,0.620478997,0.325048292,0.152502989,Asian/Asian British,Other
279,SS,Male,6,Right,5,65,Most dep,-0.898140607,NA,-0.652101147,Asian/Asian British,Other
280,PSY,Female,19,Right,8,105,Least dep and most educated,0.435300995,0.484599139,0.365655015,NA,NA
281,PSY,Male,19,Right,8,106,Least dep and most educated,0.417059246,0.375913629,0.140761086,NA,NA
282,PSY,Female,6,Right,8,102,Benefits but coping,0.628306778,NA,0.40237531,Asian/Asian British,Other
283,PSY,Male,6,Right,9,111,Benefits but coping,0.283852192,0.187478466,0.057085705,Asian/Asian British,Other
284,SS,Male,6,Right,5,64,Benefits but coping,-0.454022089,-1.555044196,-0.255975543,Asian/Asian British,Other
285,PSY,Male,5,Right,8,106,Least dep and most educated,0.517907621,0.656445336,0.351493553,Asian/Asian British,Pakistani
286,SS,Male,5,Right,5,60,Least dep and most educated,0.193256978,-0.669795002,0.197908258,Asian/Asian British,Pakistani
287,PSY,Male,5,Right,8,106,Benefits but coping,0.381159244,0.522510343,0.203764682,Asian/Asian British,Pakistani
288,SS,Male,5,Right,4,59,Benefits but coping,-0.276051176,-1.183317088,-0.139631736,Asian/Asian British,Pakistani
289,PSY,Male,5,Right,9,109,Least dep and most educated,0.605355317,0.710546854,-0.123353935,Asian/Asian British,Pakistani
290,SS,Male,5,Right,5,65,Least dep and most educated,-0.069399181,NA,-0.246498401,Asian/Asian British,Pakistani
291,PSY,Male,5,Right,8,107,Least dep and most educated,0.509345203,0.655170836,0.107618634,Asian/Asian British,Pakistani
292,SS,Male,5,Right,5,60,Least dep and most educated,-0.342056775,NA,-0.125670372,Asian/Asian British,Pakistani
293,PSY,Female,19,Right,7,86,Least dep and most educated,-0.094318069,0.367367755,0.213257377,NA,NA
294,SS,Female,19,Right,4,55,Least dep and most educated,-1.375665891,-0.523951783,0.047681295,NA,NA
295,PSY,Male,19,Right,7,91,Benefits but coping,0.235332123,NA,0.176852612,NA,NA
296,SS,Male,19,Right,5,60,Benefits but coping,-0.756113404,-0.978428544,-0.01117786,NA,NA
297,PSY,Female,5,Left,8,99,Least dep and most educated,0.343894694,0.278798845,0.130000129,Asian/Asian British,Pakistani
298,PSY,Female,5,Right,8,96,Benefits but coping,0.469779855,0.327635553,0.265475712,Asian/Asian British,Pakistani
299,NA,Female,5,Right,NA,NA,Benefits but coping,NA,NA,NA,Asian/Asian British,Pakistani
300,PSY,Male,5,Right,8,100,Benefits but coping,0.512428047,0.61962611,0.231849695,Asian/Asian British,Pakistani
301,PSY,Female,19,Right,8,102,Benefits but coping,0.503414988,0.482499175,0.258535861,NA,NA
302,PSY,Female,19,Right,8,103,Most dep,0.390347251,-0.035151638,0.298056177,NA,NA
303,PSY,Male,19,Right,7,89,Benefits but coping,-0.670284778,0.385745586,0.38378765,NA,NA
304,SS,Male,19,Right,4,57,Benefits but coping,-0.747871015,NA,-0.098971109,NA,NA
305,PSY,Female,19,Right,8,100,Benefits but coping,0.293205107,-0.130504685,0.377946276,NA,NA
306,PSY,Female,19,Right,7,89,Benefits but coping,0.229010945,0.390823517,0.251868702,NA,NA
307,SS,Female,19,Right,4,58,Benefits but coping,0.033640808,-1.072738313,0.152932994,NA,NA
308,PSY,Male,19,Right,8,103,Benefits but coping,0.367296972,0.602974731,0.281002874,NA,NA
309,PSY,Female,19,Left,8,101,Employed no access to money,0.151694613,0.356037461,0.300539497,NA,NA
310,PSY,Male,19,Right,9,110,Benefits but coping,0.329205959,0.411788752,0.335784314,NA,NA
311,PSY,Female,19,Right,9,108,Benefits but coping,0.557749414,0.192086569,0.3224978,NA,NA
312,PSY,Male,19,Right,7,94,Employed no access to money,-0.709660044,0.095456617,-1.526034281,NA,NA
313,SS,Male,19,Right,5,63,Employed no access to money,-0.468575852,-1.512207996,-0.405256336,NA,NA
314,PSY,Male,19,Right,8,101,Benefits but coping,0.56099682,0.35831465,0.190746598,NA,NA
315,PSY,Male,19,Right,9,108,Benefits but coping,0.278481949,-0.019636159,0.178555349,NA,NA
316,PSY,Female,7,Right,7,95,Employed no access to money,0.625276428,0.413853505,0.355497102,Asian/Asian British,Other
317,PSY,Female,5,Right,8,96,Benefits but coping,0.482866553,0.257661118,0.26360922,Asian/Asian British,Pakistani
318,PSY,Female,13,Right,8,98,Employed no access to money,0.397402535,-0.064965688,0.342361496,Mixed,Other
319,PSY,Female,19,Right,8,101,Employed not mat dep,0.705006587,0.386676527,0.154667282,NA,NA
320,PSY,Male,19,Right,7,87,Benefits but coping,-0.070677612,0.24170901,0.090701045,NA,NA
321,SS,Male,19,Right,4,55,Benefits but coping,-2.62590203,NA,-0.331631084,NA,NA
322,PSY,Female,19,Right,9,108,Benefits but coping,0.58791526,0.421323512,0.255474636,NA,NA
323,PSY,Male,5,Right,8,100,Employed no access to money,0.587089226,0.527002718,0.244912526,Asian/Asian British,Pakistani
324,PSY,Female,19,Right,7,89,Benefits but coping,0.5081252,NA,-0.715117585,NA,NA
325,SS,Female,19,Right,4,57,Benefits but coping,-0.477741068,NA,-0.112590366,NA,NA
326,PSY,Female,6,Right,9,108,Benefits but coping,0.559689243,0.901607973,0.124339994,Asian/Asian British,Other
327,PSY,Female,5,Left,9,114,Benefits but coping,-0.353951899,0.316974065,-2.086459806,Asian/Asian British,Pakistani
328,PSY,Male,5,Right,8,97,Benefits but coping,0.56817927,0.522404345,0.163219436,Asian/Asian British,Pakistani
329,PSY,Male,4,Right,8,100,Employed no access to money,-0.101606123,0.614488628,0.16349523,White,Other
330,PSY,Female,5,Right,8,98,Employed no access to money,0.053446988,0.348750763,0.027560593,Asian/Asian British,Pakistani
331,PSY,Male,5,Right,7,94,Most dep,-0.353632623,0.353686483,0.169075443,Asian/Asian British,Pakistani
332,PSY,Male,5,Right,7,93,Employed not mat dep,0.271946284,0.14935202,-0.336616649,Asian/Asian British,Pakistani
333,SS,Male,5,Right,4,52,Employed not mat dep,-0.562250686,-2.300914552,-0.592466372,Asian/Asian British,Pakistani
334,PSY,Male,5,Right,8,98,Employed no access to money,-0.356917063,NA,-0.08693346,Asian/Asian British,Pakistani
335,SS,Male,5,Right,5,65,Employed no access to money,-1.333324356,-1.822387963,-0.62675444,Asian/Asian British,Pakistani
336,PSY,Female,5,Right,8,103,Benefits but coping,0.133365371,0.447383941,0.374050071,Asian/Asian British,Pakistani
337,PSY,Male,5,Right,7,93,Most dep,0.363952522,0.785109481,0.102510186,Asian/Asian British,Pakistani
338,SS,Male,5,Right,5,60,Most dep,-0.508223966,-0.408486699,-0.388536222,Asian/Asian British,Pakistani
339,PSY,Male,1,Right,8,98,Most dep,0.412832068,-1.226251474,-0.770422964,White,White British
340,PSY,Male,5,Right,9,113,Most dep,0.533648272,0.755810566,0.366917271,Asian/Asian British,Pakistani
341,PSY,Male,5,Right,9,110,Employed no access to money,0.58681444,0.60740893,-0.54959861,Asian/Asian British,Pakistani
342,PSY,Female,5,Right,8,98,Benefits but coping,0.394221414,-0.371555863,0.177690271,Asian/Asian British,Pakistani
343,SS,Female,5,Right,5,66,Benefits but coping,-0.318949086,-1.069946887,-0.032951407,Asian/Asian British,Pakistani
344,PSY,Male,5,Right,7,91,Most dep,0.102530306,-0.43142228,-0.047906136,Asian/Asian British,Pakistani
345,SS,Male,5,Right,4,58,Most dep,-0.465373176,-1.797356,-0.932699005,Asian/Asian British,Pakistani
346,PSY,Female,5,Left,7,91,Benefits but coping,-0.271598469,0.19775717,0.085637019,Asian/Asian British,Pakistani
347,SS,Female,5,Left,4,59,Benefits but coping,-2.610118888,NA,-0.067596207,Asian/Asian British,Pakistani
348,PSY,Male,5,Right,8,98,Benefits but coping,0.581790174,0.170502716,-0.034812429,Asian/Asian British,Pakistani
349,PSY,Female,5,Right,8,98,Most dep,-0.523243243,0.600133409,0.042728922,Asian/Asian British,Pakistani
350,SS,Female,5,Right,5,65,Most dep,-0.406585058,-0.616986547,-0.451738816,Asian/Asian British,Pakistani
351,PSY,Male,5,Right,7,91,Benefits but coping,0.026409216,0.202418765,0.398036693,Asian/Asian British,Pakistani
352,SS,Male,5,Right,4,58,Benefits but coping,-2.157361119,-4.243114406,-0.694714246,Asian/Asian British,Pakistani
353,PSY,Female,5,Right,9,108,Most dep,-0.328225459,NA,-0.092726324,Asian/Asian British,Pakistani
354,SS,Female,5,Right,5,61,Most dep,-0.558909365,NA,-4.111565774,Asian/Asian British,Pakistani
355,PSY,Female,5,Right,8,96,Benefits but coping,0.24597871,0.650650207,0.294456063,Asian/Asian British,Pakistani
356,PSY,Male,5,Right,8,98,Benefits but coping,0.662238884,0.478691076,-0.525518046,Asian/Asian British,Pakistani
357,PSY,Male,13,Right,8,98,Employed no access to money,0.608151086,0.559868135,0.286233528,Mixed,Other
358,PSY,Female,5,Right,8,107,Benefits but coping,0.537014213,0.379951634,-0.541637426,Asian/Asian British,Pakistani
359,PSY,Female,5,Right,8,107,Least dep and most educated,0.490726474,1.16944007,0.329412811,Asian/Asian British,Pakistani
360,PSY,Female,1,Right,7,94,Employed not mat dep,0.619758581,0.875419054,0.171371481,White,White British
361,PSY,Male,1,Right,8,105,Employed not mat dep,0.424075602,0.643065658,0.322256228,White,White British
362,PSY,Male,19,Right,7,88,Benefits but coping,0.29296817,0.128836535,0.199229827,NA,NA
363,PSY,Female,19,Right,8,101,Most dep,0.227858544,0.491651415,0.245475612,NA,NA
364,PSY,Male,6,Right,8,102,Most dep,0.634640013,0.438542968,0.103608379,Asian/Asian British,Other
365,PSY,Male,19,Right,9,112,Benefits but coping,0.658046194,0.754102997,0.245573498,NA,NA
366,PSY,Male,5,Right,8,98,Employed no access to money,-0.454128674,-0.03836385,0.198133863,Asian/Asian British,Pakistani
367,PSY,Male,5,Right,8,103,Most dep,-0.380665456,0.123660774,0.241847848,Asian/Asian British,Pakistani
368,PSY,Male,19,Right,9,110,Least dep and most educated,0.583052997,0.484317938,0.283816908,NA,NA
369,PSY,Female,5,Right,7,94,Most dep,0.280154797,0.65695808,-0.287070213,Asian/Asian British,Pakistani
370,PSY,Male,19,Right,8,98,Benefits but coping,0.497506966,0.272763565,0.111109701,NA,NA
371,PSY,Female,19,Right,9,108,Employed no access to money,0.647175893,0.646885605,0.249232657,NA,NA
372,PSY,Female,5,Right,7,91,Benefits but coping,0.380677449,0.326520516,0.210748452,Asian/Asian British,Pakistani
373,PSY,Male,19,Right,8,100,Benefits but coping,0.348583606,0.550796698,-1.828291669,NA,NA
374,PSY,Female,19,Right,8,97,Most dep,0.586573382,0.47534679,0.267780876,NA,NA
375,PSY,Male,5,Right,7,90,Employed not mat dep,-0.362534992,0.055428855,0.329921478,Asian/Asian British,Pakistani
376,PSY,Female,19,Left,8,99,Benefits but coping,0.598182414,0.540903889,0.261462079,NA,NA
377,PSY,Female,5,Right,8,96,Employed no access to money,-0.070511703,0.781166203,0.219171117,Asian/Asian British,Pakistani
378,PSY,Female,7,Right,8,100,Least dep and most educated,0.571775196,0.380866735,0.308224677,Asian/Asian British,Other
379,PSY,Female,19,Right,9,112,Benefits but coping,0.592832366,0.59951235,0.40859603,NA,NA
380,PSY,Female,6,Right,7,91,Benefits but coping,0.340030578,0.628264925,0.277185523,Asian/Asian British,Other
381,PSY,Male,19,Left,7,90,Benefits but coping,0.516687611,0.387309425,0.108876533,NA,NA
382,PSY,Female,1,Right,7,92,Most dep,0.171645073,0.491142462,0.278975287,White,White British
383,PSY,Male,1,Right,7,94,Employed not mat dep,0.431861308,0.335400405,-0.146158067,White,White British
384,PSY,Male,13,Right,8,97,Employed no access to money,0.63655482,0.132486418,0.119212704,Mixed,Other
385,PSY,Female,1,Left,8,103,Employed no access to money,0.64855041,0.51485752,0.202626719,White,White British
386,SS,Female,1,Left,4,53,Employed no access to money,-0.644712712,-2.632333202,0.035505468,White,White British
387,PSY,Male,16,Right,7,95,Employed no access to money,0.03528721,0.71287898,0.197171679,Mixed,Other
388,PSY,Male,1,Right,8,103,Benefits but coping,0.601602865,0.399939967,0.23785834,White,White British
389,SS,Male,1,Right,4,53,Benefits but coping,-1.536935384,-1.911868971,-1.644671745,White,White British
390,PSY,Male,1,Left,8,100,Most dep,0.361353013,0.246846597,0.441603075,White,White British
391,PSY,Female,1,Right,8,103,Most dep,0.26748517,0.469969267,0.299600244,White,White British
392,PSY,Male,1,Right,9,110,Most dep,0.668276814,0.306236829,0.136416719,White,White British
393,SS,Male,1,Right,5,61,Most dep,-0.755289457,-1.875519317,-1.035813801,White,White British
394,PSY,Female,1,Right,8,96,Most dep,0.58524566,NA,0.355565655,White,White British
395,PSY,Female,1,Right,8,103,Most dep,0.003483956,0.584991388,0.333135095,White,White British
396,SS,Female,1,Right,4,54,Most dep,-0.636006958,NA,-0.204336884,White,White British
397,PSY,Female,1,Right,8,104,Employed no access to money,0.57089572,0.411619952,0.284165999,White,White British
398,SS,Female,1,Right,4,55,Employed no access to money,-3.285368853,NA,-0.882517056,White,White British
399,PSY,Female,1,Right,8,99,Employed not mat dep,0.615233419,0.479141216,0.156556295,White,White British
400,PSY,Female,1,Right,9,109,Benefits but coping,0.699163835,NA,0.388360986,White,White British
401,SS,Female,1,Right,5,60,Benefits but coping,0.279423918,-0.525213108,0.20144506,White,White British
402,PSY,Male,1,Left,8,104,Benefits but coping,0.089236555,-0.170217479,0.252634816,White,White British
403,SS,Male,1,Left,4,54,Benefits but coping,-2.01015971,-0.890747186,-5.155094627,White,White British
404,PSY,Male,1,Right,9,110,Most dep,0.576120565,0.552459858,0.436358826,White,White British
405,SS,Male,1,Right,5,60,Most dep,0.210267916,-0.287050929,0.128433669,White,White British
406,PSY,Male,4,Right,8,104,Employed no access to money,0.466455939,0.368973952,0.070170732,White,Other
407,PSY,Female,1,Right,8,105,Employed not mat dep,0.523218214,-1.29378668,0.421135555,White,White British
408,SS,Female,1,Right,4,55,Employed not mat dep,0.272350645,NA,-0.183326376,White,White British
409,PSY,Male,1,Right,8,107,Benefits but coping,0.605737732,1.011160062,0.421670449,White,White British
410,SS,Male,1,Right,4,58,Benefits but coping,-2.16516133,-1.666018457,-0.68591091,White,White British
411,PSY,Male,1,Right,8,96,Most dep,0.186865796,0.349716284,0.305200128,White,White British
412,PSY,Male,1,Right,8,99,Benefits but coping,-0.160292437,0.705743865,-0.065877104,White,White British
